"Collection Name","Title#1","Name#1","Name Role Term Text#1","Name URI#1","Name#2","Name Role Term Text#2","Name URI#2","Name#3","Name Role Term Text#3","Name URI#3","Name#4","Name URI#4","Name#5","Name URI#5","Name#6","Name Role Term Text#6","Name URI#6","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Place Created#1","Publisher#1","Date Created#1","Publisher#2","Publisher#3","Publisher#4","Language Term#1","Language Term URI#1","Language Term Type#1","Extent#1","Form#1","Form URI#1","Abstract#1","Note#1","Note Type#1","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Name#1","Subject Name URI#1","Subject Name#2","Subject Name URI#2","Subject Name#3","Subject Name URI#3","Subject Geographic#1","Subject Geographic URI#1","Subject Title#1","Subject Title URI#1","Identifier#1","Identifier ARK#1","Physical Location#1","Shelf Locator#1","Date Captured#1","Internet Media Type#1","Internet Media Type URI#1","Digital Origin#1","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"National Farmers Union Collection","Gephardt, Richard (Congressman, Missouri), Trade for the 21st Century, speech","Gephardt, Richard A. (Richard Andrew), 1941-","","http://id.loc.gov/authorities/names/n93055881","Mead, Walter Russel","","local","","","","","","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","Speeches","https://id.loc.gov/authorities/genreForms/gf2011026363","","Labor Institute of Public Affairs","1992-09-09","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 videocassette (VHS) (25 min., 44 sec.)","color film (film, material)","http://vocab.getty.edu/page/aat/300127356","Recorded speeches of AFL-CIO conference, Trade for the 21st Century, 1992-09-09. Tape distributed by Labor Institute of Public Affairs. Features speech by Walter Russel Mead","00:00:00 Introduction of Dick Gephardt. 00:00:26 Dick Gephardt speech.","Timecode description","Labor","http://id.loc.gov/authorities/subjects/sh90004091","Speech","http://id.loc.gov/authorities/subjects/sh85126434","","","","","","","","","","","","","U183071299672_narv_nfu_23-7_richardGephardtTradeForThe21stCentury_a.mp4","https://ark.colorado.edu/ark:/47540/183z0609t5ts","University of Colorado Boulder Libraries Rare and Distinctive Collections","Tape 23-7","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","77","1247683","5284","U183071299672_narv_nfu_23-7_richardGephardtTradeForThe21stCentury_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~77~1247683"
"National Farmers Union Collection","Gephart, Richard (Congressman, Missouri), NFU Convention","Gephardt, Richard A. (Richard Andrew), 1941-","","http://id.loc.gov/authorities/names/n93055882","National Farmers Organization (U.S.)","","http://id.loc.gov/authorities/names/n85078900","Carpenter, Cy","","local","","","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","Speeches","https://id.loc.gov/authorities/genreForms/gf2011026363","","","1987","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 videocassette (VHS) (41 min., 11 sec.)","color film (film, material)","http://vocab.getty.edu/page/aat/300127357","Footage from 1987 National Farmers Union Convention. Includes speech by Missouri Congressman Richard Gephardt, with introduction by NFU President Cy Carpenter. Gephardt refers to his 1986 Presidential campaign.","00:00:00 Introduction of Missouri Congressman Richard Gephardt from NFU President Cy Carpenter. 00:01:42 Missouri Congressman Richard Gephardt speech begins for his 1986 Presidential campaign. 00:39:46 Final call to action of speech. 00:40:34 Thank you gift and remarks from NFU President Cy Carpenter. 00:41:11 End of recording.","Timecode description","Presidents--Election","http://id.loc.gov/authorities/subjects/sh85106460","Speech","http://id.loc.gov/authorities/subjects/sh85126435","","","","","","","","","","","","","U183071299931_narv_nfu_21-5_richardGephardtConvention_a.mp4","https://ark.colorado.edu/ark:/47540/fv289434n2tf","University of Colorado Boulder Libraries Rare and Distinctive Collections","Tape 21-5","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","63","1247667","5284","U183071299931_narv_nfu_21-5_richardGephardtConvention_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~63~1247667"
"National Farmers Union Collection","Glickman, Dan (Senator, Kansas), NFU Convention","Glickman, Dan","","http://id.loc.gov/authorities/names/no95030716","National Farmers Organization (U.S.)","","http://id.loc.gov/authorities/names/n85078901","Carpenter, Cy","","local","","","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","Speeches","https://id.loc.gov/authorities/genreForms/gf2011026363","","","1987","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 videocassette (VHS) (29 min., 21 sec.)","color film (film, material)","http://vocab.getty.edu/page/aat/300127358","Footage from 1987 National Farmers Union Convention. Includes speech by Senator Dan Glickman, with introduction by NFU President Cy Carpenter","00:00:00 Introduction of Senator Dan Glickman by NFU President Cy Carpenter. 00:02:06 Senator Dan Glickman's speech begins. 00:28:52 End of speech, Cy Carpenter concluding remarks. 00:29:21 End of Recording.","Timecode description","Presidents--Election","http://id.loc.gov/authorities/subjects/sh85106461","Speech","http://id.loc.gov/authorities/subjects/sh85126436","","","","","","","","","","","","","U183071299868_narv_nfu_20-6_danGlickmanConvention_a.mp4","https://ark.colorado.edu/ark:/47540/7j031r08q0n5","University of Colorado Boulder Libraries Rare and Distinctive Collections","Tape 20-6","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","57","1247671","5284","U183071299868_narv_nfu_20-6_danGlickmanConvention_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~57~1247671"
"National Farmers Union Collection","Gonzalez, Henry B. (Senator, Texas), NFU Convention","Gonzalez, Henry B. (Henry Barbosa), 1916-2000","","http://id.loc.gov/authorities/names/n89617291","National Farmers Organization (U.S.)","","http://id.loc.gov/authorities/names/n85078902","Carpenter, Cy","","local","","","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","Speeches","https://id.loc.gov/authorities/genreForms/gf2011026363","","","1987","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 videocassette (VHS) (39 min., 59 sec.)","color film (film, material)","http://vocab.getty.edu/page/aat/300127359","Footage from 1987 National Farmers Union Convention. Includes speech by Senator Henry B. Gonzalez with introduction by NFU President Cy Carpenter","00:00:00 Introduction of speaker at NFU Convention by NFU President Cy Carpenter. 00:02:23 Congressman Henry Gonzalez begins speech. 00:31:05 Concluding remarks from NFU President Cy Carpenter at podium. 00:39:59 End of recording.","Timecode description","Presidents--Election","http://id.loc.gov/authorities/subjects/sh85106462","Speech","http://id.loc.gov/authorities/subjects/sh85126437","","","","","","","","","","","","","U183071299876_narv_nfu_20-7_henryBGonzalezConvention_a.mp4","https://ark.colorado.edu/ark:/47540/dn2q7k00t8d7","University of Colorado Boulder Libraries Rare and Distinctive Collections","Tape 20-7","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","58","1247670","5284","U183071299876_narv_nfu_20-7_henryBGonzalezConvention_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~58~1247670"
"National Farmers Union Collection","Green Thumb in Service to America","Green Thumb Inc.","","http://id.loc.gov/authorities/names/n79033718","","","","","","","","","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","Promotional films","http://id.loc.gov/authorities/genreForms/gf2011026470","","John Calhoun","1979","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 film reel (16mm) (21 min., 25 sec.)","color film (film, material)","http://vocab.getty.edu/page/aat/300127354","Producer, director, John Calhoun. Notes on container: ""Workprint; Filmed in 1970 on early Green Thumb projects in Arkansas, Virginia, Oklahoma. Mentioned is made of Wisconsin."" Promotional film about Green Thumb Inc. job training and placement program for older workers, focusing on landscaping, ecological restoration, and beautification projects. Discusses the mental, physical, and economic impacts of the program on workers.","00:00:00 United States travelers. 00:00:45 Green Thumb program mission explained. 00:04:45 Horse riding area being built by Green Thumb workers. 00:06:00 Park in Oregon built by Green Thumb workeres. 00:06:40 Soil erosion repairs by workers. 00:10:10 Interview with Green Thumb workers. 00:21:25 End of recording.","Timecode description","Older people--Employment--United States","http://id.loc.gov/authorities/subjects/sh2008108571","Agriculture","http://id.loc.gov/authorities/subjects/sh85002416","","","","","","","","","","","","","U183075095648_narv_greenThumb_workprintGreenThumbServiceAmericaColor_a.mp4","https://ark.colorado.edu/ark:/47540/b30z9j59q8m1","University of Colorado Boulder Libraries Rare and Distinctive Collections","Reel 19-3","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","24","1247662","5284","U183075095648_narv_greenThumb_workprintGreenThumbServiceAmericaColor_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~24~1247662"
"National Farmers Union Collection","Green Thumb Partners","","","","","","","","","","","","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","Industrial films","https://id.loc.gov/authorities/genreForms/gf2011026329.html","","Green Thumb Inc.,","1993","Forsight Inc.","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 videocassette (VHS) (17 min., 19 sec.)","color film (film, material)","http://vocab.getty.edu/page/aat/300127367","Produced for Green Thumb by Forsight, Inc. A recruitment and orientation video for participants in Green Thumb Inc., a job training and placement program for low-income older Americans in rural areas.","00:00:00 ""Green Thumb Partners"". 00:00:34 Green Thumb mission. 00:01:05 Who is eligible to be a partner? 00:03:30 Host agency defined. 00:04:23 How are green thumb participants assigned to host agencies? 00:06:19 Do Green Thumb participants recieve training? 00:07:30 What kind of training assignments do Green Thumb participants recieve? 00:09:18 How many hours can a Green Thumb participant work and what do they earn? 00:10:35 How do participants get jobs off Green Thumb? 00:13:12 What are the responsibility’s of the Green Thumb partner? 00:17:19 End of recording.","Timecode description","Older people--Employment--United States","http://id.loc.gov/authorities/subjects/sh2008108572","Executives--Recruiting","http://id.loc.gov/authorities/subjects/sh94006509","","","","","","","","","","","","","U183071299347_narv_greenThumb_greenThumbPartners_a.mp4","https://ark.colorado.edu/ark:/47540/g9762p69m10q","University of Colorado Boulder Libraries Rare and Distinctive Collections","Tape 19-20","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","46","1247704","5284","U183071299347_narv_greenThumb_greenThumbPartners_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~46~1247704"
"National Farmers Union Collection","Green Thumb public service announcements","Heiz, John","","local","","","","","","","","","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","Television public service announcements","https://id.loc.gov/authorities/genreForms/gf2011026676","","Green Thumb Inc.","1978","Victoria Films","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 film reel (16mm) (1 min., 59 sec.)","color film (film, material)","http://vocab.getty.edu/page/aat/300127339","Title from film label, ""Worker."" Producer, Green Thumb Inc, Victoria Films. Contains 2 30-second promotional spots for ""National Employ the Older Worker Week, March 12-20,"" sponsored by Green Thumb Inc. and AARP. Includes images of Black and white adults doing various jobs: women doing office work and food service, men doing factory work and construction. Senator John Heiz (Minnesota), chairman of the Senate Aging Committee, addresses the camera. Duplicate copy, Green Thumb records, F-17-6","00:00:00 The Senior Community Employment Program introduction. 00:00:19 Testimony shared by community member on the impact it has had on her life. 00:00:29 Senator John Heiz (Minnesota), chairman of the Senate Aging Committee, addresses the camera stating the success of the program. 00:00:52 The video starts over and replays. 00:01:49 End of recording.","Timecode description","National Employ the Older Worker Week","http://id.loc.gov/authorities/subjects/sh91005506","Labor","http://id.loc.gov/authorities/subjects/sh90004091","","","","","","","","","Minnesota (United States, North America) (state)","http://vocab.getty.edu/page/tgn/7007521","","","U183044141440_narv_nfu_35_greenThumbPSA_a.mp4","https://ark.colorado.edu/ark:/47540/3j539r390915","University of Colorado Boulder Libraries Rare and Distinctive Collections","Reel 35","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","37","1247758","5284","U183044141440_narv_nfu_35_greenThumbPSA_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~37~1247758"
"National Farmers Union Collection","Green Thumb, 1 of 5","Flott, Stephen B.","","local","Parker, Lavone","","local","Toftoy, Charles","","local","Evans, Church","local","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","interviews","http://vocab.getty.edu/page/aat/300026392","","Green Thumb Inc.","1997-03-04","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 videocassette (Betacam SP) (29 min., 16 sec.)","color film (film, material)","http://vocab.getty.edu/page/aat/300127352","Producer, possibly Green Thumbs, Inc. Unedited interview footage about Green Thumb/Experience Works, Inc. programs providing jobs for older workers. Also includes b-roll footage of people working in an office. Label includes, ""1) Stephen B. Flott, attorney; 2) Lavone Parker, Experience Works, b-roll; 3) Dr. Charles Toftoy - GWU; 4) Church Evans - Computerware""","00:00:00 Unedited interview footage from Stephen B. Flott, attorney; about Green Thumb/Experience Works, Inc. programs providing jobs for older workers. 00:07:00 Lavone Parker, Green Thumb worker interview. 00:15:22 Dr. Charles Toftoy - GWU interview. 00:24:00 Church Evans interview. 00:29:16 End of recording.","Timecode description","Office management","http://id.loc.gov/authorities/subjects/sh85094189","Older people--Employment--United States","http://id.loc.gov/authorities/subjects/sh2008108571","","","","","","","","","","","","","U183071298587_narv_greenThumb_greenThumb1of5_a.mp4","https://ark.colorado.edu/ark:/47540/540n7b82m21w","University of Colorado Boulder Libraries Rare and Distinctive Collections","Tape 20-14","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","50","1247709","5284","U183071298587_narv_greenThumb_greenThumb1of5_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~50~1247709"
"National Farmers Union Collection","Green Thumb, 30 second spot #1","United States. Department of Labor. Office of Workers' Compensation Programs","","http://id.loc.gov/authorities/names/no2021076424","","","","","","","","","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","Television public service announcements","https://id.loc.gov/authorities/genreForms/gf2011026676","","Green Thumb Inc.","[1980?]","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 film reel (16mm) (59 sec.)","color film (film, material)","http://vocab.getty.edu/page/aat/300127339","Producer, Green Thumb, in cooperation with the US Department of Labor. Promotional spot for Green Thumb Inc. job training and placement program for older workers in rural areas.","00:00:00 Various workers completing physical tasks in the field. 00:00:27 Voiceover providing a promotional message for Green Thumb Inc. job training and placement program for older workers in rural areas. 00:00:59 End of recording.","Timecode description","Older people--Employment--United States","http://id.loc.gov/authorities/subjects/sh2008108570","Advertising, Public service","http://id.loc.gov/authorities/subjects/sh85001190","","","","","","","","","","","","","U183044141018_narv_nfu_32_greenThumb30SecondSpot1_a.mp4","https://ark.colorado.edu/ark:/47540/gk839g09587x","University of Colorado Boulder Libraries Rare and Distinctive Collections","Reel 32","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","35","1247764","5284","U183044141018_narv_nfu_32_greenThumb30SecondSpot1_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~35~1247764"
"National Farmers Union Collection","Green Thumb, 30 second spot #2","United States. Department of Labor. Office of Workers' Compensation Programs","","http://id.loc.gov/authorities/names/no2021076425","","","","","","","","","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","Television public service announcements","https://id.loc.gov/authorities/genreForms/gf2011026676","","Green Thumb Inc.","1980","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","2 film reel (16mm) (59 sec.)","color film (film, material)","http://vocab.getty.edu/page/aat/300127339","Producer, Green Thumb, in cooperation with the US Department of Labor. Promotional spot for Green Thumb Inc. job training and placement program for older workers in rural areas.","00:00:00 Various workers completing physical tasks in the field. 00:00:27 Voiceover providing a promotional message for Green Thumb Inc. job training and placement program for older workers in rural areas. 00:00:59 End of recording.","Timecode description","Older people--Employment--United States","http://id.loc.gov/authorities/subjects/sh2008108571","Advertising, Public service","http://id.loc.gov/authorities/subjects/sh85001190","","","","","","","","","","","","","U183044141076_narv_nfu_33_greenThumb30SecondSpot2_a.mp4","https://ark.colorado.edu/ark:/47540/bc6k8857j6mz","University of Colorado Boulder Libraries Rare and Distinctive Collections","Reel 33","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","36","1247762","5284","U183044141076_narv_nfu_33_greenThumb30SecondSpot2_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~36~1247762"
"National Farmers Union Collection","Green Thumb, 4 of 5","Wooten, Andrea","","local","","","","","","","","","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","interviews","http://vocab.getty.edu/page/aat/300026392","","Green Thumb Inc.","1997-03-04","","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 videocassette (Betacam SP) (31 min., 12 sec.)","color film (film, material)","http://vocab.getty.edu/page/aat/300127367","Producer, possibly Green Thumbs, Inc. Unedited interview footage about Green Thumb/Experience Works, Inc. programs providing jobs for older workers. Also includes b-roll footage of people working in an office, meeting in a conference room, and learning to use computers in a classroom, as well as a man playing Green Thumb text animations from floppy disks on a computer. Label includes, ""Andrea Wooten, Staff meeting, computer training, animation""","00:00:00 A person off camera asks interviewee, Andrea Wooten ""Where is Green Thumb today and where is it headed, essentially?"" Andrea mentions that their workforce is aging, and they have an opportunity to develop skills for older workers in order to stay competitive in the workforce. Andrea also talks about the fact that Green Thumb workers provide important community services. 00:03:16 A person off camera asks a new, unknown interviewee, ""From your perspective tell us about some of the things the Green Thumb does to help your clients get jobs."" The interviewee talks about the opportunity for their workers to gain new skills and work in local communities. 00:05:07 A person off camera asks, ""If somebody doesn't know about Green Thumb, how would you describe what the Green Thumbers do to help people?"" The interviewee talks about specific types of jobs that are available such as teachers, nursing assistants, fire prevention, crime prevention and clerical positions. 00:06:16 A person off camera asks, ""Sum up the human impact of the Green Thumb programs and what the participants bring to society."" The interviewee talks about teamwork. 00:07:00 A person off camera asks, ""What excites you about your job?"" The interviewee talks about the daily challenges and variety found within different states. 00:07:45 A person off camera asks, ""Is there a particular success story that comes to mind that you think about the impact that Green Thumb has had?"" The interviewee talks about an older woman she met in rural Virginia. 00:09:56 Andrea is filmed working at her desk. 00:12:07 Andrea leads a staff meeting in a conference room. 00:18:00 Employees sit in a computer lab and obtain training in Microsoft Office. 00:27:07 An unknown man displays Green Thumb related animations on a computer screen. 00:30:50 The film rewinds. End of recording.","Timecode description","Older people--Employment--United States","http://id.loc.gov/authorities/subjects/sh2008108571","Office management","http://id.loc.gov/authorities/subjects/sh85094189","Occupational training","http://id.worldcat.org/fast/1043313","","","","","","","","","","","U183071299169_narv_greenThumb_greenThumb4of5_a.mp4","https://ark.colorado.edu/ark:/47540/388t174888bq","University of Colorado Boulder Libraries Rare and Distinctive Collections","Tape 20-17","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","51","1247707","5284","U183071299169_narv_greenThumb_greenThumb4of5_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~51~1247707"
"National Farmers Union Collection","Green Thumb, PSA (English)","","","","","","","","","","","","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","Television public service announcements","https://id.loc.gov/authorities/genreForms/gf2011026676","","Green Thumb Inc.,","1993-11-23","Forsight Inc.","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 videocassette (Betacam SP) (1 min., 50 sec.)","color film (film, material)","http://vocab.getty.edu/page/aat/300127368","Producer, Green Thumb Inc., Forsight Inc. Promotional ad for Green Thumb Employment and Training program for ""older Americans"" (30 seconds). Recording begins with 1-minute test pattern and production information screen.","00:00:00 Recording begins with 1-minute test pattern and production information screen. 00:01:00 Promotional ad for Green Thumb Employment and Training program for ""older Americans"" (30 seconds). 00:01:50 End of recording.","Timecode description","Employment","http://id.loc.gov/authorities/subjects/sh99005236","Training","http://id.loc.gov/authorities/subjects/sh97006179","","","","","","","","","","","","","U183071299177_narv_greenThumb_greenThumbPSAEnglish_a.mp4","https://ark.colorado.edu/ark:/47540/rp9s9b89b4t5","University of Colorado Boulder Libraries Rare and Distinctive Collections","Tape 20-09","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","48","1247706","5284","U183071299177_narv_greenThumb_greenThumbPSAEnglish_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~48~1247706"
"National Farmers Union Collection","Green Thumb, PSA, Worker","Heiz, John","","local","","","","","","","","","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","Television public service announcements","https://id.loc.gov/authorities/genreForms/gf2011026676","","Green Thumb Inc.","[1970-1980?]","Victoria Films","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 film reel (16mm) (1 min., 49 sec.)","color film (film, material)","http://vocab.getty.edu/page/aat/300127339","Title from film leader, ""Worker."" Producer, Green Thumb Inc, Victoria Films. Contains 2 30-second promotional spots for ""National Employ the Older Worker Week, March 12-20,"" sponsored by Green Thumb Inc. and AARP. Includes images of Black and white adults doing various jobs: women doing office work and food service, men doing factory work and construction. Senator John Heiz (Minnesota), chairman of the Senate Aging Committee, addresses the camera.","00:00:00 The Senior Community Employment Program introduction. 00:00:19 Testimony shared by community member on the impact it has had on her life. 00:00:29 Senator John Heiz (Minnesota), chairman of the Senate Aging Committee, addresses the camera stating the success of the program. 00:00:52 The video starts over and replays. 00:01:49 End of recording.","Timecode description","National Employ the Older Worker Week","http://id.loc.gov/authorities/subjects/sh91005506","Advertising, Public service","http://id.loc.gov/authorities/subjects/sh85001190","","","","","","","","","","","","","U183044140965_narv_greenThumb_psaWorker_a.mp4","https://ark.colorado.edu/ark:/47540/nm4p9k02545h","University of Colorado Boulder Libraries Rare and Distinctive Collections","Reel 17-6","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","22","1247766","5284","U183044140965_narv_greenThumb_psaWorker_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~22~1247766"
"National Farmers Union Collection","Green Thumb: Growing with Rural America","United States Employment Service","","http://id.loc.gov/authorities/names/n80050133","Toth, Zolton","","local","Nertshaard, Rolf","Anderson, Scott","","local","","","","","","","Moving image","http://id.loc.gov/vocabulary/resourceTypes/mov","Promotional films","http://id.loc.gov/authorities/genreForms/gf2011026470","","Scott Anderson","1976","Vicky Wingert","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","1 film reel (16mm) (17 min., 24 sec.)","color film (film, material)","http://vocab.getty.edu/page/aat/300127340","Producer, Scott Anderson, Vicky Wingert. Director, Zolton Toth. Narrator, Rolf Nertshaard. Writer, Scott Anderson. Funds provided by the US Department of Labor and Training Administration. Informational film depicting various Green Thumb participants in Madison, Indiana; Baton Rouge, Louisiana; and elsewhere. Winner of the 1976 Washington D.C. Filmmaker's Award for Documentary and the 1977 Golden Eagle award from the Council on International Nontheatrical Events, ""to represent the USA in international motion picture events abroad.""","00:00:00 Music plays over older individuals preforming various outdoor labor activities. 00:01:20 Narrator, Rolf Nertshaard introduces the informational film depicting various Green Thumb participants explaining the green thrumb program. 00:02:25 Qualifications for the program explained. 00:04:30 How Green Thumb improves the local economy. 00:05:15 Community value in the projects. 00:11:15 Program benefits. 00:14:04 Green Thumb Program testimony. 00:15:00 Ulitmate goal of program. 00:17:04 End of recording.","Timecode description","Older people--Employment--United States","http://id.loc.gov/authorities/subjects/sh2008108571","Labor","http://id.loc.gov/authorities/subjects/sh90004092","","","Council on International Nontheatrical Events","","http://id.loc.gov/authorities/names/no95002701","","","","","","","","U183050936659_narv_greenThumb_greenThumb_a.mp4","https://ark.colorado.edu/ark:/47540/v22j6951x0zh","University of Colorado Boulder Libraries Rare and Distinctive Collections","Reel 5","2023","video/mp4","https://www.iana.org/assignments/media-types/video/mp4","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","38","1247756","5284","U183050936659_narv_greenThumb_greenThumb_a.mp4","https://cudl.colorado.edu//luna/servlet/detail/CUB~38~38~38~1247756"
